Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
European Union,,2021-08-25,375281345,51168299,66833226,13227954,1836476,7523,2088981,0,234,122,0,2,0,0
European Union,,2021-08-26,376197907,51342386,66842569,13262060,1836476,7524,2088981,0,234,122,0,2,0,0
European Union,,2021-08-27,380546463,52326328,66890266,13516759,1838161,7925,2096701,0,245,125,0,2,0,0
European Union,,2021-08-28,381126016,52450533,66893405,13539030,1838161,7926,2096702,0,246,125,0,2,0,0
European Union,,2021-08-29,381428550,52504247,66895230,13549420,1838161,7927,2096703,0,247,125,0,2,0,0
European Union,,2021-08-30,382268736,52664527,66901258,13573943,1838161,7927,2096703,0,248,125,0,2,0,0
European Union,,2021-08-31,383164885,52848562,66907524,13601957,1838161,7931,2096703,0,248,125,0,2,0,0
European Union,,2021-09-01,384084418,53017487,66913483,13628152,1838161,7933,2096703,0,248,125,0,2,0,0
European Union,,2021-09-02,384880711,53189830,66918382,13655428,1838161,7934,2096703,0,248,125,0,2,0,0
European Union,,2021-09-03,388745877,54026166,66951587,13837300,1839635,8319,2104164,0,254,128,0,2,0,0
European Union,,2021-09-04,389272175,54145702,66953602,13852768,1839635,8319,2104164,0,254,128,0,2,0,0
European Union,,2021-09-05,389485452,54206978,66954381,13860756,1839635,8320,2104164,0,254,128,0,2,0,0
European Union,,2021-09-06,390085186,54348652,66957201,13878353,1839635,8321,2104164,0,255,128,0,2,0,0
European Union,,2021-09-07,390750259,54513161,66960300,13898913,1839635,8324,2104164,0,255,128,0,2,0,0
European Union,,2021-09-08,391491353,54661446,66963537,13920389,1839635,8329,2104164,0,255,128,0,2,0,0
European Union,,2021-09-09,392161196,54819960,66966328,13943301,1839635,8332,2104164,0,255,128,0,2,0,0
European Union,,2021-09-10,395192514,55391253,66988202,14091885,1840921,8618,2110520,0,262,130,0,2,0,0
European Union,,2021-09-11,395659126,55484453,66989295,14107645,1840921,8618,2110521,0,262,130,0,2,0,0
European Union,,2021-09-12,395864122,55520687,66989787,14115688,1840921,8618,2110521,0,262,130,0,2,0,0
European Union,,2021-09-13,396416319,55623767,66992096,14134897,1840921,8619,2110522,0,262,130,0,2,0,0
European Union,,2021-09-14,397062700,55744883,66994856,14157166,1840921,8621,2110522,0,262,130,0,2,0,0
European Union,,2021-09-15,397794373,55852802,66997138,14180591,1840921,8621,2110522,0,262,130,0,2,0,0
European Union,,2021-09-16,398430698,55963817,66999839,14205798,1840921,8622,2110522,0,262,130,0,2,0,0
European Union,,2021-09-17,400949184,56473814,67018536,14366657,1841998,8881,2115864,0,266,132,0,2,0,0
European Union,,2021-09-18,401389639,56555894,67019523,14383447,1841998,8884,2115865,0,266,132,0,2,0,0
European Union,,2021-09-19,401589558,56585649,67020010,14391971,1841998,8884,2115865,0,266,132,0,2,0,0
European Union,,2021-09-20,402122595,56675378,67022169,14409852,1841998,8884,2115866,0,266,132,0,2,0,0
European Union,,2021-09-21,402754009,56780683,67023985,14431437,1841998,8884,2115866,0,266,132,0,2,0,0
European Union,,2021-09-22,403467332,56874399,67025883,14455050,1841998,8887,2115866,0,266,132,0,2,0,0
European Union,,2021-09-23,404092086,56969858,67027574,14482874,1841998,8890,2115866,0,266,132,0,2,0,0
European Union,,2021-09-24,406387691,57407235,67045165,14638819,1843073,9130,2121693,0,270,134,0,2,0,0
European Union,,2021-09-25,406792579,57479135,67046026,14659247,1843073,9130,2121694,0,271,134,0,2,0,0
European Union,,2021-09-26,406976519,57505634,67046478,14669988,1843073,9131,2121694,0,271,134,0,2,0,0
European Union,,2021-09-27,407445972,57577101,67047874,14691816,1843073,9133,2121695,0,272,134,0,2,0,0
European Union,,2021-09-28,408006732,57661505,67049253,14716877,1843073,9135,2121696,0,273,134,0,2,0,0
European Union,,2021-09-29,408644496,57740357,67050789,14743782,1843073,9138,2121696,0,273,134,0,2,0,0
European Union,,2021-09-30,409206060,57834583,67052295,14773068,1843073,9138,2121696,0,273,134,0,2,0,0
European Union,,2021-10-01,411331498,58194701,67063382,14902994,1843937,9276,2128553,0,274,134,0,2,0,0
European Union,,2021-10-02,411628311,58253607,67063985,14917995,1843937,9277,2128553,0,274,134,0,2,0,0
European Union,,2021-10-03,411746559,58273270,67064270,14926764,1843937,9277,2128553,0,274,134,0,2,0,0
European Union,,2021-10-04,412154280,58331943,67065138,14946180,1843937,9278,2128554,0,274,134,0,2,0,0
European Union,,2021-10-05,412675315,58409102,67066032,14970489,1843938,9278,2128555,0,274,134,0,2,0,0
European Union,,2021-10-06,413239090,58476910,67066806,14993972,1843938,9281,2128555,0,274,134,0,2,0,0
European Union,,2021-10-07,413770212,58555221,67067680,15020899,1843938,9281,2128555,0,274,134,0,2,0,0
European Union,,2021-10-08,415855532,58844864,67075713,15134386,1844377,9398,2133668,0,275,137,0,2,0,0
European Union,,2021-10-09,416160604,58896965,67076139,15153317,1844377,9398,2133668,0,275,137,0,2,0,0
European Union,,2021-10-10,416284077,58915523,67076323,15164334,1844377,9398,2133668,0,275,137,0,2,0,0
European Union,,2021-10-11,416704252,58968521,67077185,15184281,1844377,9399,2133668,0,275,137,0,2,0,0
European Union,,2021-10-12,417249442,59038940,67077951,15209199,1844377,9400,2133669,0,275,137,0,2,0,0
European Union,,2021-10-13,417856928,59105162,67078740,15235370,1844377,9400,2133670,0,275,137,0,2,0,0
European Union,,2021-10-14,418447951,59186749,67079646,15264888,1844377,9400,2133670,0,275,137,0,2,0,0
European Union,,2021-10-15,420517035,59437063,67086252,15375768,1844770,9492,2138251,0,280,139,0,2,0,0
European Union,,2021-10-16,420847190,59483689,67086620,15397190,1844770,9492,2138252,0,281,139,0,2,0,0
European Union,,2021-10-17,420993425,59502598,67086825,15409577,1844770,9494,2138252,0,281,139,0,2,0,0
European Union,,2021-10-18,421450221,59546980,67087425,15433096,1844770,9499,2138252,0,282,139,0,2,0,0
European Union,,2021-10-19,422019286,59597482,67088043,15459768,1844770,9499,2138252,0,282,139,0,2,0,0
European Union,,2021-10-20,422664793,59642928,67088634,15488756,1844770,9503,2138252,0,282,139,0,2,0,0
European Union,,2021-10-21,423291661,59691815,67089174,15528367,1844770,9505,2138253,0,282,139,0,2,0,0
European Union,,2021-10-22,425637398,59909168,67095352,15697431,1845087,9601,2142508,0,285,142,0,2,0,0
European Union,,2021-10-23,425988638,59945208,67095642,15743150,1845087,9602,2142508,0,285,142,0,2,0,0
European Union,,2021-10-24,426144374,59960437,67095763,15782579,1845087,9602,2142508,0,285,142,0,2,0,0
European Union,,2021-10-25,426646844,60000004,67096256,15836805,1845087,9603,2142508,0,285,142,0,2,0,0
European Union,,2021-10-26,427304655,60044841,67096767,15904783,1845087,9604,2142508,0,285,142,0,2,0,0
European Union,,2021-10-27,428041469,60092380,67097262,15974003,1845087,9607,2142508,0,285,142,0,2,0,0
European Union,,2021-10-28,428702748,60140756,67097816,16031402,1845087,9607,2142509,0,285,142,0,2,0,0
European Union,,2021-10-29,431468416,60354738,67103666,16234084,1845254,9673,2146714,0,288,145,0,2,0,0
European Union,,2021-10-30,431796721,60386616,67103931,16267032,1845254,9673,2146714,0,288,145,0,2,0,0
European Union,,2021-10-31,431924468,60397171,67104041,16288661,1845254,9673,2146714,0,288,145,0,2,0,0
European Union,,2021-11-01,432135859,60415529,67104149,16321163,1845254,9673,2146714,0,288,145,0,2,0,0
European Union,,2021-11-02,432772875,60460412,67104469,16354724,1845254,9674,2146714,0,288,145,0,2,0,0
European Union,,2021-11-03,433558187,60508861,67104801,16388229,1845255,9677,2146715,0,288,145,0,2,0,0
European Union,,2021-11-04,434325287,60563414,67105163,16420736,1845255,9679,2146715,0,288,145,0,2,0,0
European Union,,2021-11-05,437523229,60858799,67107735,16584757,1845296,9738,2151781,0,289,146,0,2,0,0
European Union,,2021-11-06,437903367,60899942,67107838,16603801,1845296,9739,2151781,0,289,146,0,2,0,0
European Union,,2021-11-07,438046936,60916871,67107872,16615789,1845296,9739,2151781,0,289,146,0,2,0,0
European Union,,2021-11-08,438666228,60969204,67108118,16638577,1845296,9740,2151781,0,289,146,0,2,0,0
European Union,,2021-11-09,439536783,61032613,67108437,16663245,1845296,9740,2151781,0,289,146,0,2,0,0
European Union,,2021-11-10,440522681,61100102,67108776,16686426,1845296,9744,2151781,0,289,146,0,2,0,0
European Union,,2021-11-11,441279464,61160924,67109005,16710006,1845296,9746,2151782,0,289,146,0,2,0,0
European Union,,2021-11-12,445721188,61623427,67111827,16865483,1845331,9799,2158183,0,291,147,0,2,0,0
European Union,,2021-11-13,446176163,61676127,67111982,16880849,1845331,9799,2158183,0,291,147,0,2,0,0
European Union,,2021-11-14,446358559,61697585,67112022,16890310,1845331,9799,2158185,0,291,147,0,2,0,0
European Union,,2021-11-15,447106097,61761762,67112424,16909570,1845331,9800,2158185,0,291,147,0,2,0,0
European Union,,2021-11-16,448190454,61840766,67112744,16931402,1845331,9803,2158185,0,291,147,0,2,0,0
European Union,,2021-11-17,449308242,61919023,67113019,16949843,1845331,9804,2158186,0,291,147,0,2,0,0
European Union,,2021-11-18,450480961,62010117,67113367,16971977,1845331,9806,2158186,0,291,147,0,2,0,0
European Union,,2021-11-19,456024185,62632357,67116333,17128751,1845375,9869,2165386,0,297,148,0,2,0,0
European Union,,2021-11-20,456633698,62708800,67116524,17145817,1845375,9869,2165386,0,297,148,0,2,0,0
European Union,,2021-11-21,456842485,62742609,67116580,17155115,1845375,9869,2165386,0,297,148,0,2,0,0
European Union,,2021-11-22,457754054,62858066,67116918,17175899,1845375,9873,2165386,0,297,148,0,2,0,0
European Union,,2021-11-23,459162549,63004274,67117409,17201610,1845375,9874,2165386,0,297,148,0,2,0,0
European Union,,2021-11-24,460753603,63175449,67118017,17228493,1845375,9875,2165386,0,297,148,0,2,0,0
European Union,,2021-11-25,462316684,63372734,67118741,17255922,1845375,9877,2165386,0,297,148,0,2,0,0
European Union,,2021-11-26,469650685,64480387,67122631,17445482,1845375,9937,2190337,0,301,151,0,2,0,0
European Union,,2021-11-27,470801846,64705441,67122875,17466117,1845375,9937,2190337,0,301,151,0,2,0,0
European Union,,2021-11-28,471139548,64825460,67122957,17474734,1845375,9937,2190337,0,301,151,0,2,0,0
European Union,,2021-11-29,472346533,65117906,67123434,17492628,1845375,9938,2190337,0,301,151,0,2,0,0
European Union,,2021-11-30,473973494,65625135,67124078,17509309,1845375,9938,2190337,0,301,151,0,2,0,0
European Union,,2021-12-01,475724424,66301070,67124716,17523194,1845375,9941,2190337,0,301,151,0,2,0,0
European Union,,2021-12-02,477458196,67008481,67125480,17540872,1845375,9944,2190337,0,301,151,0,2,0,0
European Union,,2021-12-03,485262465,69274098,67127745,17669947,1845375,9993,2206026,0,302,153,0,2,0,0
European Union,,2021-12-04,486421806,70090336,67128304,17683049,1845375,9993,2206026,0,302,153,0,2,0,0
European Union,,2021-12-05,486799265,70449759,67128382,17688017,1845375,9993,2206026,0,302,153,0,2,0,0
European Union,,2021-12-06,488064018,71183857,67129048,17702142,1845376,9994,2206027,0,302,153,0,2,0,0
European Union,,2021-12-07,489700673,72193550,67129671,17716179,1845376,9994,2206027,0,302,153,0,2,0,0
European Union,,2021-12-08,491201499,73239893,67130270,17729545,1845376,9995,2206027,0,302,153,0,2,0,0
European Union,,2021-12-09,492854296,74391768,67130934,17742409,1845376,9995,2206027,0,302,153,0,2,0,0
European Union,,2021-12-10,499994380,77484168,67132917,17844540,1845376,10041,2221715,0,304,154,0,2,0,0
European Union,,2021-12-11,501118689,78692577,67133274,17852558,1845376,10041,2221715,0,304,154,0,2,0,0
European Union,,2021-12-12,501479438,79192926,67133387,17856012,1845376,10041,2221715,0,304,154,0,2,0,0
European Union,,2021-12-13,502615880,80202145,67133950,17864702,1845376,10041,2221715,0,304,154,0,2,0,0
European Union,,2021-12-14,504242194,81522117,67134748,17874719,1845376,10041,2221715,0,304,154,0,2,0,0
European Union,,2021-12-15,505945957,82922989,67135437,17883657,1845376,10041,2221717,0,304,154,0,2,0,0
European Union,,2021-12-16,507667611,84297202,67136386,17892697,1845376,10042,2221717,0,304,155,0,2,0,0
European Union,,2021-12-17,515856845,88593021,67138205,17965833,1845376,10086,2230431,0,307,156,0,2,0,0
European Union,,2021-12-18,517001575,89771348,67138840,17970658,1845376,10086,2230431,0,307,156,0,2,0,0
European Union,,2021-12-19,517415112,90307082,67139309,17973115,1845376,10086,2230431,0,307,156,0,2,0,0
European Union,,2021-12-20,518593580,91408595,67140017,17980493,1845376,10087,2230431,0,307,156,0,2,0,0
European Union,,2021-12-21,520085725,92675691,67140947,17988680,1845376,10088,2230431,0,307,156,0,2,0,0
European Union,,2021-12-22,521480205,93876184,67141815,17995992,1845376,10088,2230431,0,307,156,0,2,0,0
European Union,,2021-12-23,522404953,94733390,67142504,18001888,1845376,10088,2230431,0,307,156,0,2,0,0
European Union,,2021-12-24,526786191,97918024,67143495,18048962,1845384,10122,2236883,0,307,156,0,2,0,0
European Union,,2021-12-25,526826749,97955606,67143634,18049358,1845384,10122,2236883,0,307,156,0,2,0,0
European Union,,2021-12-26,526954938,98146852,67143727,18049752,1845384,10122,2236883,0,307,156,0,2,0,0
European Union,,2021-12-27,527856856,99107467,67144370,18054201,1845384,10122,2236883,0,307,156,0,2,0,0
European Union,,2021-12-28,528958915,100211915,67145116,18060193,1845384,10122,2236883,0,307,156,0,2,0,0
European Union,,2021-12-29,529995228,101247993,67145963,18065890,1845384,10125,2236883,0,307,156,0,2,0,0
European Union,,2021-12-30,530816468,102104176,67146528,18071201,1845384,10125,2236883,0,307,156,0,2,0,0
European Union,,2021-12-31,534497692,105642159,67147495,18111705,1845384,10141,2243794,0,308,157,0,2,0,0
European Union,,2022-01-01,534544956,105710759,67147577,18111868,1845384,10141,2243794,0,308,157,0,2,0,0
European Union,,2022-01-02,534803023,106044669,67147661,18112719,1845384,10141,2243794,0,308,157,0,2,0,0
European Union,,2022-01-03,535687362,106995866,67148222,18118860,1845384,10141,2243794,0,308,157,0,2,0,0
European Union,,2022-01-04,536839885,108154461,67149426,18126328,1845384,10141,2243794,0,309,157,0,2,0,0
European Union,,2022-01-05,538057346,109290219,67150186,18133062,1845384,10142,2243794,0,309,157,0,2,0,0
European Union,,2022-01-06,539098292,110209181,67151257,18139708,1845384,10142,2243794,0,309,157,0,2,0,0
European Union,,2022-01-07,545284197,114882823,67152506,18201612,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-08,546231517,115723829,67152879,18207876,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-09,546647094,116120319,67153293,18209562,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-10,547664963,117039072,67153745,18215074,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-11,548926830,118110541,67154676,18222006,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-12,550240118,119120206,67155190,18228278,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-13,551513765,120123186,67155835,18234444,1845384,10170,2254999,0,312,157,0,2,0,0
European Union,,2022-01-14,558060477,124533432,67157716,18296990,1845403,10201,2265745,0,315,159,0,2,0,0
European Union,,2022-01-15,558991721,125260682,67158226,18299577,1845404,10201,2265745,0,315,159,0,2,0,0
European Union,,2022-01-16,559394833,125587483,67158413,18300969,1845404,10201,2265745,0,315,159,0,2,0,0
European Union,,2022-01-17,560272509,126270223,67158813,18305073,1845404,10201,2265745,0,315,159,0,2,0,0
European Union,,2022-01-18,561337380,127026919,67159569,18310087,1845404,10201,2265745,0,315,159,0,2,0,0
European Union,,2022-01-19,562397266,127725013,67161202,18315053,1845404,10202,2265745,0,315,159,0,2,0,0
European Union,,2022-01-20,563451326,128435289,67161652,18319302,1845404,10202,2265745,0,315,159,0,2,0,0
European Union,,2022-01-21,568544384,131794367,67162727,18369305,1845404,10225,2276310,0,318,159,0,2,0,0
European Union,,2022-01-22,569247544,132278703,67163023,18371340,1845404,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-23,569550812,132511255,67163102,18372131,1845405,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-24,570286857,133000141,67163429,18373736,1845405,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-25,571180258,133534425,67164011,18377445,1845405,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-26,572093698,134017990,67164126,18380700,1845405,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-27,572971923,134501682,67164246,18385841,1845405,10225,2276312,0,318,159,0,2,0,0
European Union,,2022-01-28,577123814,136915708,67165087,18424845,1845405,10246,2286502,0,319,160,0,2,0,0
European Union,,2022-01-29,577792632,137276698,67165342,18426234,1845405,10246,2286503,0,319,160,0,2,0,0
European Union,,2022-01-30,578090948,137449175,67165415,18426908,1845405,10246,2286503,0,319,160,0,2,0,0
European Union,,2022-01-31,578691528,137784794,67165569,18429388,1845405,10246,2286503,0,320,160,0,2,0,0
European Union,,2022-02-01,579367823,138109078,67165693,18431755,1845405,10246,2286503,0,320,160,0,2,0,0
European Union,,2022-02-02,580113414,138416727,67166190,18434462,1845405,10246,2286503,0,320,160,0,2,0,0
European Union,,2022-02-03,580794424,138696936,67166294,18436894,1845405,10246,2286503,0,320,160,0,2,0,0
European Union,,2022-02-04,583926935,140240684,67167139,18463819,1845405,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-05,584465425,140453689,67167214,18465024,1845405,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-06,584679052,140537364,67167243,18465542,1845405,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-07,585169717,140740626,67167332,18467165,1845405,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-08,585750243,140959029,67167730,18469382,1845406,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-09,586353937,141155706,67167748,18471454,1845406,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-10,586910710,141342080,67167754,18473583,1845406,10265,2291396,0,321,161,0,2,0,0
European Union,,2022-02-11,589583435,142408599,67168311,18494132,1845406,10288,2295749,0,321,162,0,2,0,0
European Union,,2022-02-12,589997309,142545036,67168328,18494942,1845406,10288,2295749,0,321,162,0,2,0,0
European Union,,2022-02-13,590147206,142593066,67168334,18495383,1845406,10288,2295749,0,321,162,0,2,0,0
European Union,,2022-02-14,590533066,142723322,67168363,18496549,1845406,10288,2295749,0,322,162,0,2,0,0
European Union,,2022-02-15,591003687,142869250,67168772,18498177,1845406,10288,2295749,0,322,162,0,2,0,0
European Union,,2022-02-16,591468186,142995573,67168792,18499613,1845406,10288,2295749,0,322,162,0,2,0,0
European Union,,2022-02-17,591870927,143108320,67168811,18500975,1845406,10288,2295749,0,322,162,0,2,0,0
European Union,,2022-02-18,593811769,143702726,67169349,18516596,1845406,10304,2299308,0,322,162,0,2,0,0
European Union,,2022-02-19,594082629,143785648,67169352,18517149,1845406,10304,2299308,0,322,162,0,2,0,0
European Union,,2022-02-20,594179872,143817744,67169364,18517400,1845406,10304,2299308,0,322,162,0,2,0,0
European Union,,2022-02-21,594455727,143906514,67169407,18518433,1845406,10304,2299308,0,322,162,0,2,0,0
European Union,,2022-02-22,594794175,143997337,67169863,18519954,1845406,10305,2299310,0,322,162,0,2,0,0
European Union,,2022-02-23,595145036,144088048,67170288,18521151,1845406,10306,2299310,0,322,162,0,2,0,0
European Union,,2022-02-24,595471030,144174454,67170370,18522423,1845407,10306,2299310,0,322,162,0,2,0,0
European Union,,2022-02-25,596923422,144560926,67170963,18536900,1845407,10330,2303093,0,342,162,0,2,0,0
European Union,,2022-02-26,597132285,144623919,67170976,18537402,1845407,10330,2303093,0,897,162,0,2,0,0
European Union,,2022-02-27,597204802,144645902,67170985,18537616,1845407,10330,2303093,0,2085,162,0,2,0,0
European Union,,2022-02-28,597412677,144719455,67170988,18538448,1845407,10330,2303093,0,6836,162,0,2,0,0
European Union,,2022-03-01,597661472,144781884,67171027,18539352,1845407,10330,2303093,0,13504,162,0,2,0,0
European Union,,2022-03-02,597916524,144842044,67171087,18540221,1845407,10330,2303093,0,19407,162,0,2,0,0
European Union,,2022-03-03,598195148,144911879,67171096,18541306,1845407,10330,2303093,0,25466,162,0,2,0,0
European Union,,2022-03-04,599257216,145212522,67171377,18550886,1845407,10344,2305245,0,35552,164,0,2,0,0
European Union,,2022-03-05,599394923,145254788,67171386,18551284,1845407,10344,2305245,0,41690,164,0,2,0,0
European Union,,2022-03-06,599438093,145266810,67171393,18551458,1845407,10344,2305245,0,45581,164,0,2,0,0
European Union,,2022-03-07,599592247,145310599,67171435,18552321,1845407,10344,2305245,0,50482,164,0,2,0,0
European Union,,2022-03-08,599808584,145363891,67171900,18553226,1845407,10344,2305246,0,54915,164,0,2,0,0
European Union,,2022-03-09,600036809,145420777,67172017,18553880,1845407,10344,2305246,0,59119,164,0,2,0,0
European Union,,2022-03-10,600272081,145482225,67172030,18554703,1845407,10344,2305246,0,62415,164,0,2,0,0
European Union,,2022-03-11,601304803,145821106,67172817,18563275,1845407,10357,2306724,0,68896,165,0,3,0,0
European Union,,2022-03-12,601427224,145856039,67172824,18563614,1845407,10357,2306724,0,72057,165,0,3,0,0
European Union,,2022-03-13,601462958,145867418,67172824,18563743,1845407,10357,2306724,0,72706,165,0,3,0,0
European Union,,2022-03-14,601606469,145907261,67172830,18564039,1845407,10357,2306724,0,74629,165,0,3,0,0
European Union,,2022-03-15,601826142,145960173,67173205,18564481,1845407,10357,2306724,0,76617,165,0,3,0,0
European Union,,2022-03-16,602057991,146015278,67173215,18564855,1845407,10357,2306724,0,78765,165,0,3,0,0
European Union,,2022-03-17,602289755,146071378,67173244,18565227,1845407,10357,2306724,0,80454,165,0,3,0,0
European Union,,2022-03-18,603193556,146484311,67173496,18572407,1845407,10370,2307623,0,85412,166,0,3,0,0
European Union,,2022-03-19,603303231,146512604,67173501,18572536,1845407,10370,2307623,0,87573,166,0,3,0,0
European Union,,2022-03-20,603332494,146520257,67173502,18572650,1845407,10370,2307623,0,88401,166,0,3,0,0
European Union,,2022-03-21,603477727,146555702,67173511,18572911,1845407,10370,2307623,0,91651,166,0,3,0,0
European Union,,2022-03-22,603688898,146601622,67173891,18573387,1845407,10370,2307623,0,96810,166,0,3,0,0
European Union,,2022-03-23,603915305,146648970,67173899,18573719,1845407,10370,2307623,0,102344,166,0,3,0,0
European Union,,2022-03-24,604136978,146696893,67173901,18574167,1845407,10370,2307623,0,107487,166,0,3,0,0
European Union,,2022-03-25,604973401,147099478,67174155,18580498,1845407,10385,2308959,0,117215,167,0,3,0,0
European Union,,2022-03-26,605074102,147123062,67174186,18580624,1845407,10385,2308959,0,122508,167,0,3,0,0
European Union,,2022-03-27,605100073,147129849,67174186,18580728,1845407,10385,2308959,0,124625,167,0,3,0,0
European Union,,2022-03-28,605239684,147161410,67174287,18580972,1845407,10385,2308959,0,129395,167,0,3,0,0
European Union,,2022-03-29,605450600,147203510,67174688,18581375,1845407,10385,2308959,0,133633,167,0,3,0,0
European Union,,2022-03-30,605680632,147251758,67174751,18581752,1845407,10385,2308959,0,137977,167,0,3,0,0
European Union,,2022-03-31,605902397,147299311,67174796,18582035,1845407,10385,2308959,0,141604,167,0,3,0,0
European Union,,2022-04-01,606643052,147724875,67174949,18587266,1845407,10396,2310027,0,148443,167,0,3,0,0
European Union,,2022-04-02,606713897,147741547,67174980,18587390,1845407,10396,2310027,0,151278,167,0,3,0,0
European Union,,2022-04-03,606733452,147746075,67174980,18587527,1845407,10396,2310027,0,151841,167,0,3,0,0
European Union,,2022-04-04,606853721,147768845,67174982,18587720,1845407,10396,2310027,0,154008,167,0,3,0,0
European Union,,2022-04-05,607054891,147804440,67175363,18588049,1845407,10396,2310027,0,156008,167,0,3,0,0
European Union,,2022-04-06,607273494,147846083,67175363,18588316,1845407,10396,2310027,0,158506,167,0,3,0,0
European Union,,2022-04-07,607501903,147886036,67175363,18588625,1845407,10396,2310027,0,160494,167,0,3,0,0
European Union,,2022-04-08,608278573,148301510,67175492,18593908,1845407,10407,2310898,0,167074,167,0,3,0,0
European Union,,2022-04-09,608352563,148318189,67175492,18594026,1845407,10407,2310898,0,169016,167,0,3,0,0
European Union,,2022-04-10,608372005,148321763,67175492,18594139,1845407,10407,2310898,0,169414,167,0,3,0,0
European Union,,2022-04-11,608486463,148341915,67175540,18594332,1845407,10407,2310898,0,170878,167,0,3,0,0
European Union,,2022-04-12,608667135,148370524,67175573,18594589,1845407,10407,2310899,0,172417,167,0,3,0,0
European Union,,2022-04-13,608849414,148399958,67175594,18594909,1845407,10407,2310899,0,174259,167,0,3,0,0
European Union,,2022-04-14,609020750,148428519,67175710,18595096,1845407,10407,2310899,0,176115,167,0,3,0,0
European Union,,2022-04-15,609521243,148716857,67175800,18599529,1845407,10414,2311553,0,179105,167,0,3,0,0
European Union,,2022-04-16,609559446,148723355,67175800,18599649,1845407,10414,2311553,0,179904,167,0,3,0,0
European Union,,2022-04-17,609564880,148724179,67175800,18599745,1845407,10414,2311553,0,179990,167,0,3,0,0
European Union,,2022-04-18,609573832,148725562,67175801,18599849,1845407,10414,2311553,0,180135,167,0,3,0,0
European Union,,2022-04-19,609717694,148748569,67175812,18600017,1845407,10414,2311553,0,181893,167,0,3,0,0
European Union,,2022-04-20,609878150,148777141,67175830,18600223,1845407,10415,2311553,0,183693,167,0,3,0,0
European Union,,2022-04-21,610053278,148807479,67175832,18600394,1845407,10415,2311553,0,185193,167,0,3,0,0
European Union,,2022-04-22,610699871,149098072,67175935,18604579,1845407,10429,2312160,0,189935,167,0,3,0,0
European Union,,2022-04-23,610764706,149114147,67175951,18604694,1845407,10429,2312160,0,191158,167,0,3,0,0
European Union,,2022-04-24,610779450,149117713,67175954,18604792,1845407,10429,2312160,0,191407,167,0,3,0,0
European Union,,2022-04-25,610863508,149129345,67175958,18604984,1845407,10429,2312160,0,192373,167,0,3,0,0
European Union,,2022-04-26,611056409,149161885,67176579,18605960,1845407,10429,2312160,0,193729,167,0,3,0,0
European Union,,2022-04-27,611245026,149194395,67176584,18606157,1845407,10429,2312160,0,195226,167,0,3,0,0
European Union,,2022-04-28,611439609,149226259,67176586,18606367,1845407,10429,2312160,0,196444,167,0,3,0,0
European Union,,2022-04-29,612102754,149464040,67177963,18610684,1845407,10448,2312901,0,200857,168,0,3,0,0
European Union,,2022-04-30,612170073,149478385,67177969,18610804,1845407,10448,2312901,0,201939,168,0,3,0,0
European Union,,2022-05-01,612178349,149480523,67177970,18610891,1845407,10448,2312901,0,202074,168,0,3,0,0
European Union,,2022-05-02,612274963,149499377,67177992,18611074,1845407,10448,2312901,0,202820,168,0,3,0,0
European Union,,2022-05-03,612439121,149526432,67178365,18611416,1845407,10448,2312901,0,203792,168,0,3,0,0
European Union,,2022-05-04,612643305,149562039,67178370,18611589,1845408,10448,2312901,0,204915,168,0,3,0,0
European Union,,2022-05-05,612821756,149589454,67178666,18611845,1845408,10448,2312901,0,205941,168,0,3,0,0
European Union,,2022-05-06,613372064,149782403,67178756,18615204,1845408,10458,2313482,0,209279,168,0,3,0,0
European Union,,2022-05-07,613424585,149795506,67178759,18615303,1845408,10458,2313482,0,209882,168,0,3,0,0
European Union,,2022-05-08,613435759,149798964,67178759,18615393,1845408,10458,2313482,0,209986,168,0,3,0,0
European Union,,2022-05-09,613527308,149814949,67178759,18615523,1845408,10458,2313482,0,210541,168,0,3,0,0
European Union,,2022-05-10,613689374,149838321,67179134,18615799,1845408,10458,2313482,0,211333,168,0,3,0,0
European Union,,2022-05-11,613843931,149861849,67179136,18616005,1845408,10458,2313482,0,212226,168,0,3,0,0
